year,party_abbreviation,ac_name,matched_ac_name,dist_name,cand_name,total_valid_votes,position
2013,IND,Mawsynram,Mawsynram,EAST KHASI HILLS,SULY LYNGDOH,4479,3
2013,NCP,Rongjeng,Rongjeng,EAST GARO HILLS,SUNOLSING M SANGMA,580,7
2013,UDP,Phulbari,Phulbari,WEST GARO HILLS,SUSANA D SANGMA,149,9
2013,IND,Phulbari,Phulbari,WEST GARO HILLS,SYLVESTER BULU SANGMA,953,6
2013,IND,Gambegre,Gambegre,WEST GARO HILLS,TARANG A. SANGMA,2862,3
2013,IND,Mawlai,Mawlai,EAST KHASI HILLS,TEIBORLANG PATHAW,3641,3
2013,IND,Mylliem,Mylliem,EAST KHASI HILLS,TEILINIA S. THANGKHIEW,6274,2
2013,NPP,North Tura,North-Tura,WEST GARO HILLS,THOMAS A. SANGMA,3817,3
2013,IND,Rajabala,Rajabala,WEST GARO HILLS,TIM CHISIM,232,11
2013,NPP,Resubelpara,Resubelpara,NORTH GARO HILLS,TIMOTHY SHIRA,7741,2
2013,UDP,Umroi,Umroi,RI BHOI,TIROT SINGH SUN,3139,3
2013,UDP,Sohra,Sohra,EAST KHASI HILLS,TITOSSTARWELL CHYNE,8787,1
2013,NCP,Mawsynram,Mawsynram,EAST KHASI HILLS,TOBIAS R. MARAK,1737,5
2013,IND,Mawshynrut,Mawshynrut,WEST KHASI HILLS,TONINGTON TYRSA,714,8
2013,INC,Songsak,Songsak,EAST GARO HILLS,TONSING N MARAK,3947,3
2013,BJP,Nartiang,Nartiang,WEST JAINTIA HILLS,VEECARE NICIA LAMARE,331,3
2013,UDP,Resubelpara,Resubelpara,NORTH GARO HILLS,WARAN SANGMA,942,3
2013,SP,Gambegre,Gambegre,WEST GARO HILLS,WIDNALD D. MARAK,1529,4
2013,INC,Salmanpara,Salmanpara,SOUTH WEST GARO HILLS,WINNERSON D. SANGMA,6824,1
2013,HSPDP,Mawshynrut,Mawshynrut,WEST KHASI HILLS,WITTING MAWSOR,6778,1
2013,UDP,Jirang,Jirang,RI BHOI,WONDERLYNE LAPANG,323,6
2013,INC,Rangsakona,Rangsakona,WEST GARO HILLS,ZENITH M. SANGMA,11407,1
