year,party_abbreviation,ac_name,matched_ac_name,dist_name,cand_name,total_valid_votes,position
1993,IND,JIRANG,Jirang,RI BHOI,A. BLINGSTODAR DIENGDOH,141,6
1993,HPU,JAIAW,N/A,"SHILLONG, DC",A. H. SCOTT LYNGDOH,6346,1
1993,IND,PYNTHORUMKHRAH,Pynthorumkhrah,EAST KHASI HILLS,A. L. HEK,2758,3
1993,IND,MAHENDRAGANJ,Mahendraganj,SOUTH WEST GARO HILLS,ABDUL HUSSAIN SARKAR,1984,5
1993,INC,DALAMGIRI,N/A,"TURA, DC",ADMIRAL K. SANGMA,3748,1
1993,INC,RANGSAKONA,Rangsakona,WEST GARO HILLS,ADOLF LU HITLER R. MARAK,5474,1
1993,INC,PHULBARI,Phulbari,WEST GARO HILLS,AKRAMOZ ZAMAN,3376,2
1993,BJP,KHERAPARA,N/A,"TURA, DC",ALBERT ROJIN SANGMA,194,10
1993,INC,RONGRENGGIRI,N/A,"WILLIAMNAGAR, DC",ALBINSTONE M. SANGMA,3709,2
1993,IND,PYNTHORUMKHRAH,Pynthorumkhrah,EAST KHASI HILLS,ALFRED LYNGDOH,21,7
1993,IND,KHERAPARA,N/A,"TURA, DC",ALFRIEN MARAK,1007,4
1993,CPI,MAHENDRAGANJ,Mahendraganj,SOUTH WEST GARO HILLS,ALLAUDDIN SHEIK,106,6
1993,INC,MAWLAI,Mawlai,EAST KHASI HILLS,ANTHONY JALA KHARBHIH,1540,4
1993,HPU,LABAN,N/A,"SHILLONG, DC",ANTHONY LYNGDOH,3698,1
1993,HPU,DALU,Dalu,WEST GARO HILLS,ANTHONY MARAK,985,4
1993,INC,DALU,Dalu,WEST GARO HILLS,ARCHIBOLD A. SANGMA,4631,1
1993,APHLC(A),DALAMGIRI,N/A,"TURA, DC",ARMISON MARAK,2141,3
1993,INC,SELSELLA,Selsella,WEST GARO HILLS,ATUL C MARAK,4823,1
1993,IND,DADENGGIRI,Dadenggre,"TURA, DC",AUGUSTINE D. MARAK,4399,1
1993,HPU,MAWKYRWAT,Mawkyrwat,SOUTH WEST KHASI HILLS,B. BIRES NONGSIEJ,4755,2
1993,IND,PYNTHORUMKHRAH,Pynthorumkhrah,EAST KHASI HILLS,B. MASSAR,406,5
1993,HPU,LANGRIN,Ranikor,"MAWKYRWAT, SDO(C )",BAKSTARWELL WANNIANG,5422,2
1993,HPU,SELSELLA,Selsella,WEST GARO HILLS,BARTHIAR MARAK,4416,2
1993,IND,RONGCHUGIRI,N/A,"TURA, DC",BECKSTER SANGMA,6806,1
1993,BJP,DALU,Dalu,WEST GARO HILLS,BEHARON SANGMA,981,5
1993,HPU,MENDIPATHAR,Mendipathar,NORTH GARO HILLS,BENINSTAND G. MOMIN,6195,2
1993,IND,SUTNGA SHANGPUNG,Sutnga-Saipung,"KHLIEHRIAT, SDO(C )",BERYL SUTNGA,2393,3
1993,CPI,PYNTHORUMKHRAH,Pynthorumkhrah,EAST KHASI HILLS,BIMOLENDU K. DEB ROY,114,6
1993,HPU,MALKI NONGTHYMMAI,N/A,"SHILLONG, DC",BINDO M. LANONG,4059,2
1993,BJP,AMPATIGIRI,Ampati,"AMPATIGIRI,  SDO(C )",BIPRAMOHON KOCH,1515,4
1993,IND,MAWPREM,N/A,"SHILLONG, DC",BIR BAHADUR CHETRI,1944,3
1993,BJP,RAJABALA,Rajabala,WEST GARO HILLS,BIREN HAJONG,3831,2
1993,BJP,DALAMGIRI,N/A,"TURA, DC",BLAN CLEVER SANGMA,357,5
1993,BJP,PYNTHORUMKHRAH,Pynthorumkhrah,EAST KHASI HILLS,BRAHMA PRAKASH SINGH,3786,2
1993,INC,KHERAPARA,N/A,"TURA, DC",BRENING A SANGMA,3546,1
1993,HPU,LYNGKYRDEM,Mawkynrew,"SHILLONG, DC",BRINGTON BUHAI LYNGDOH,7989,1
1993,IND,MALKI NONGTHYMMAI,N/A,"SHILLONG, DC",BULL N. LYNGDOH,1391,3
1993,IND,LABAN,N/A,"SHILLONG, DC",CARLAND M. NONGLAIT,277,5
1993,IND,RONGRAM,N/A,"TURA, DC",CARY MARAK,2378,3
1993,HPU,KHERAPARA,N/A,"TURA, DC",CHAMBERLIN MARAK,1883,2
1993,INC,BAJENGDOBA,Bajengdoba,NORTH GARO HILLS,CHAMBERLINE B. MARAK,6555,1
1993,MPPP,CHOKPOT,Chokpot,Baghmara,CHEMBERLIND SANGMA,693,5
1993,MPPP,RANGSAKONA,Rangsakona,WEST GARO HILLS,CHESTERFIELD W. MARAK,2879,2
1993,HPU,RANGSAKONA,Rangsakona,WEST GARO HILLS,CLEMENT MARAK,1516,3
1993,APHLC(A),MAWHATI,Mawhati,RI BHOI,CLEMENT SHADAP,2567,3
1993,HPU,CHOKPOT,Chokpot,Baghmara,CLIFFORD MARAK,3138,2
1993,HSPDP,NONGPOH,Nongpoh,RI BHOI,CONSTANTINE LYNGDOH,7474,1
1993,IND,RYMBAI,N/A,"KHLIEHRIAT, SDO(C )",CORINTH SWER,1543,4
1993,APHLC(A),RONGRAM,N/A,"TURA, DC",CRUNDEN S. SANGMA,1980,5
1993,BJP,PARIONG,N/A,"NONGSTOIN, DC",D. DARIUS LYNGDOH,416,3
1993,INC,PARIONG,N/A,"NONGSTOIN, DC",D. ROCKYER L. NONGLAIT,3880,2
1993,IND,MAWSYNRAM,Mawsynram,EAST KHASI HILLS,D. PLASLANDING IANGJUH,4143,2
1993,IND,NONGSPUNG,N/A,"SHILLONG, DC",DANIEL S. LYNGDOH,258,6
1993,APHLC(A),SOHRYNGKHAM,Mawryngkneng,"SHILLONG, DC",DAPMAIN KHRYIEMMUJAT,3536,2
1993,JD(B),NARTIANG,Nartiang,WEST JAINTIA HILLS,DARLING WAVEL LAMARE,26,7
1993,IND,DADENGGIRI,Dadenggre,"TURA, DC",DENISON SANGMA,2845,4
1993,IND,MYLLIEM,Mylliem,EAST KHASI HILLS,DENTIST MOHON ROY KHARBANGAR,597,4
1993,INC,MAHENDRAGANJ,Mahendraganj,SOUTH WEST GARO HILLS,DHABAL CHANDRA BARMAN,2630,2
1993,INC,MAWPREM,N/A,"SHILLONG, DC",DHRUBANATH JOSHI,3062,1
1993,JP,MAWLAI,Mawlai,EAST KHASI HILLS,DIN SINGH DKHAR,215,5
1993,APHLC(A),MAWSYNRAM,Mawsynram,EAST KHASI HILLS,DLINGKLINSON ROY WANNIANG,1649,4
1993,INC,LYNGKYRDEM,Mawkynrew,"SHILLONG, DC",DOMINIC ROBLIN NONGKYNRIH,5212,2
1993,IND,RONGRENGGIRI,N/A,"WILLIAMNAGAR, DC",DONBOSH N. SANGMA,1044,6
1993,IND,SHELLA,Shella,EAST KHASI HILLS,DONKUPAR ROY,3905,1
1993,INC,NONGPOH,Nongpoh,RI BHOI,DONWA DETHWELSON LAPANG,6379,2
1993,IND,RYMBAI,N/A,"KHLIEHRIAT, SDO(C )",DORINROY KSIH,269,6
1993,JD(B),SHELLA,Shella,EAST KHASI HILLS,DOUGLAS WAHLANG,1375,4
1993,JP,NARTIANG,Nartiang,WEST JAINTIA HILLS,DOWELLSON LYNGDOH,64,6
1993,HPU,NARTIANG,Nartiang,WEST JAINTIA HILLS,DRAISON KHARSHIING,5172,3
1993,JD(B),SOHRA,Sohra,EAST KHASI HILLS,DRALNOR NONGRUM,291,4
1993,HSPDP,PYNTHORUMKHRAH,Pynthorumkhrah,EAST KHASI HILLS,E. BREMLEY LYNGDOH,680,4
1993,HSPDP,MAWKYRWAT,Mawkyrwat,SOUTH WEST KHASI HILLS,E. GARLAND ROYAL SYIEM,4530,3
1993,HSPDP,MAWSYNRAM,Mawsynram,EAST KHASI HILLS,E. WALLENCE BASTERFIELD JYRWA,1997,3
1993,IND,KHARKUTTA,Kharkutta,EAST GARO HILLS,EARNEST MOMIN,316,5
1993,HSPDP,NONGBAH WAHIAJER,N/A,"JOWAI, DC",EDMUND SPEAKERSON LYNGDOH,8114,1
1993,PDIC,NONGKREM,Nongkrem,EAST KHASI HILLS,ELSTON ROY KHARKONGOR,3347,3
1993,IND,KHARKUTTA,Kharkutta,EAST GARO HILLS,ELSTONE D MARAK,3207,1
1993,IND,NONGSTOIN,Nongstoin,WEST KHASI HILLS,ENDRO IAWPHNIAW,443,4
1993,BJP,TURA,South-Tura,"TURA, DC",ENILA SHIRA,2972,2
1993,APHLC(A),UMROI,Umroi,RI BHOI,ERWIN K. S. SUTNGA,926,3
1993,HSPDP,UMROI,Umroi,RI BHOI,EVANCIUS K. MAWLONG,7958,1
1993,IND,TURA,South-Tura,"TURA, DC",F. JAVERT SANGMA,1231,5
1993,CPI,NONGSPUNG,N/A,"SHILLONG, DC",FASTERWELL MARBANIANG,757,5
1993,BJP,PHULBARI,Phulbari,WEST GARO HILLS,FINAL CH. RABHA,2602,3
1993,INC,UMROI,Umroi,RI BHOI,FLEMING S. LAPANG,7072,2
1993,IND,SOHRA,Sohra,EAST KHASI HILLS,FLINDER ANDERSON KHONGLAM,4731,1
1993,IND,MAWLAI,Mawlai,EAST KHASI HILLS,FOUNDER STRONG CAJEE,4770,2
1993,IND,NONGSTOIN,Nongstoin,WEST KHASI HILLS,FRANCIS K. MAWLOT,5511,2
1993,INC,MENDIPATHAR,Mendipathar,NORTH GARO HILLS,FRANKENSTEIN MOMIN,6969,1
1993,HPU,RONGJENG,Rongjeng,EAST GARO HILLS,FRENCIAR G. MOMIN,2201,3
1993,INC,MAWKHAR,N/A,"SHILLONG, DC",FRIDAY LYNGDOH,2834,2
1993,HSPDP,MAIRANG,Mairang,WEST KHASI HILLS,FULLER LYNGDOH MAWNAI,5639,2
1993,INC,SHELLA,Shella,EAST KHASI HILLS,G. GRANDERSON SYIEMLIEH,3163,2
1993,IND,MAWSYNRAM,Mawsynram,EAST KHASI HILLS,G. W. GIROD,487,5
1993,HPU,NONGSHKEN,N/A,"SHILLONG, DC",G. S. MASSAR,4897,1
1993,MPPP,RONGRAM,N/A,"TURA, DC",GADWIN D. SHIRA,2847,2
1993,INC,LAITUMKHRAH,N/A,"SHILLONG, DC",GEORGE M. WAR,3055,2
1993,JD(B),NONGPOH,Nongpoh,RI BHOI,GERSHOM N. SYNGKLI,106,3
1993,IND,UMROI,Umroi,RI BHOI,GIRI ROY PHANGCHO,163,5
1993,IND,MAHENDRAGANJ,Mahendraganj,SOUTH WEST GARO HILLS,GIRIDHARI BARMAN,75,7
1993,HPU,MAHENDRAGANJ,Mahendraganj,SOUTH WEST GARO HILLS,GOLAM MEHIDI,2282,4
1993,INC,SALMANPARA,Salmanpara,SOUTH WEST GARO HILLS,GOPINATH SANGMA,4898,1
1993,HPU,DALAMGIRI,N/A,"TURA, DC",GREENSON MARAK,543,4
1993,BJP,MAWPREM,N/A,"SHILLONG, DC",H. AIONTIS ROY KHARPHULI,2563,2
1993,INC,NARTIANG,Nartiang,WEST JAINTIA HILLS,H. BRITAINWAR DAN,5396,2
1993,HSPDP,SOHIONG,Sohiong,EAST KHASI HILLS,H. DONKUPAR R. LYNGDOH,10097,1
1993,HSPDP,WAR JAINTIA,N/A,"JOWAI, DC",H. ENOWELL POHSHNA,4956,2
1993,HSPDP,MAWTHENGKUT,Mawshynrut,"NONGSTOIN, DC",H. LEDISHON NONGSIANG,6698,1
1993,INC,NONGSTOIN,Nongstoin,WEST KHASI HILLS,H. N. DIENGNGAN,4323,3
1993,HPU,MYLLIEM,Mylliem,EAST KHASI HILLS,H. OVERKIN KHARBANGAR,2114,3
1993,BJP,MAWKHAR,N/A,"SHILLONG, DC",H. ROBIN KURBAH,704,3
1993,APHLC(A),NONGKREM,Nongkrem,EAST KHASI HILLS,H. S. SHYLLA,4970,1
1993,IND,MAWPREM,N/A,"SHILLONG, DC",HAMBOY SHULLAI,1223,4
1993,IND,MALKI NONGTHYMMAI,N/A,"SHILLONG, DC",HAMLET BAREH,118,6
1993,APHLC(A),NARTIANG,Nartiang,WEST JAINTIA HILLS,HENRY LAMIN,6037,1
1993,INC,RALIANG,Raliang,WEST JAINTIA HILLS,HERBERT SUCHIANG,10059,2
1993,MPPP,MAWPREM,N/A,"SHILLONG, DC",HEREFORD S. SAWIAN,94,7
1993,IND,CHOKPOT,Chokpot,Baghmara,HERINGSTONE R. MARAK,695,4
1993,BJP,NONGSTOIN,Nongstoin,WEST KHASI HILLS,HOPESTANDARD MYRTHONG,237,5
1993,HSPDP,NONGSTOIN,Nongstoin,WEST KHASI HILLS,HOPINGSTONE LYNGDOH,8644,1
1993,APHLC(A),NONGSHKEN,N/A,"SHILLONG, DC",IOANNIS LYNGDOH MAWLONG,464,4
1993,IND,NONGKREM,Nongkrem,EAST KHASI HILLS,IOHBOR MANICK SYIEM,760,4
1993,MPPP,TURA,South-Tura,"TURA, DC",IRWIN K. SANGMA,2469,3
1993,BJP,LAITUMKHRAH,N/A,"SHILLONG, DC",IVORYNA SHYLLA,1352,4
1993,INC,JIRANG,Jirang,RI BHOI,J. DRINGWELL RYMBAI,5998,1
1993,APHLC(A),CHOKPOT,Chokpot,Baghmara,JACKMAN MARAK,896,3
1993,IND,AMPATIGIRI,Ampati,"AMPATIGIRI,  SDO(C )",JAGABANDHU BARMAN,2070,3
1993,INC,PYNTHORUMKHRAH,Pynthorumkhrah,EAST KHASI HILLS,JAMES MARVIN PARIAT,6368,1
1993,MPPP,BAJENGDOBA,Bajengdoba,NORTH GARO HILLS,JAMINDRO MARAK,1583,3
1993,BJP,SELSELLA,Selsella,WEST GARO HILLS,JARNAS BANGSHAL,813,3
1993,IND,KHERAPARA,N/A,"TURA, DC",JENNAR S. MARAK,640,6
1993,IND,KHERAPARA,N/A,"TURA, DC",JHON KENEDY SANGMA,954,5
1993,IND,JIRANG,Jirang,RI BHOI,JOGEN A. SANGMA,233,5
1993,INC,NONGSPUNG,N/A,"SHILLONG, DC",JOHN ANTHONY LYNGDOH,4074,2
1993,HPU,BAJENGDOBA,Bajengdoba,NORTH GARO HILLS,JOHN MANNER MARAK,3137,2
1993,INC,WAR JAINTIA,N/A,"JOWAI, DC",JOHNDENG POHRMEN,6349,1
1993,IND,MALKI NONGTHYMMAI,N/A,"SHILLONG, DC",JOSEPH L. KURBAH SYIEM,704,5
1993,INC,TURA,South-Tura,"TURA, DC",JOYLANCE MOMIN,8617,1
1993,IND,MAWPREM,N/A,"SHILLONG, DC",JUSNA KURBAH,57,8
1993,IND,SOHRYNGKHAM,Mawryngkneng,"SHILLONG, DC",JUSTGRAIN MYRBOH,1294,4
1993,HPU,LAITUMKHRAH,N/A,"SHILLONG, DC",JUSTINE KHONGLAH,3697,1
1993,APHLC(A),MAWTHENGKUT,Mawshynrut,"NONGSTOIN, DC",JUSTKING GEORGE RYNNIAW,1148,3
1993,MPPP,UMROI,Umroi,RI BHOI,K. N. ROBERTS,214,4
1993,HSPDP,MAWPREM,N/A,"SHILLONG, DC",K. M. WARJRI,566,5
1993,INC,TIKRIKILLA,Tikrikilla,"TURA, DC",KAPIN CH. BORO,3627,3
1993,INC,NONGSHKEN,N/A,"SHILLONG, DC",KHAN KHONG DKHAR,4852,2
1993,MPPP,KHERAPARA,N/A,"TURA, DC",KHIRODE MARAK,626,8
1993,IND,JIRANG,Jirang,RI BHOI,KHRAWBOK KHONGWAR,1545,3
1993,IND,MALKI NONGTHYMMAI,N/A,"SHILLONG, DC",KHRAWBOR NONGKHLAW,99,7
1993,INC,MAIRANG,Mairang,WEST KHASI HILLS,KITDOR SYIEM,8910,1
1993,IND,AMPATIGIRI,Ampati,"AMPATIGIRI,  SDO(C )",KREHOT N. MARAK,780,7
1993,INC,KHARKUTTA,Kharkutta,EAST GARO HILLS,KURENDRA D. SHIRA,2507,3
1993,INC,NONGBAH WAHIAJER,N/A,"JOWAI, DC",KYRMEN SUSNGI,7711,2
1993,IND,LAITUMKHRAH,N/A,"SHILLONG, DC",L. M. M. KHARPURI,172,6
1993,INC,NONGBAH WAHIAJER,N/A,"JOWAI, DC",LAITSING SHILLA,2054,3
1993,APHLC(A),SOHIONG,Sohiong,EAST KHASI HILLS,LAPPHANG JANA,911,3
1993,HPU,SONGSAK,Songsak,EAST GARO HILLS,LEHINSON M. SANGMA,2535,3
1993,JP,JAIAW,N/A,"SHILLONG, DC",LESTON WANSWETT,205,4
1993,IND,MAWTHENGKUT,Mawshynrut,"NONGSTOIN, DC",LISTARWELL DIENGNGAN,27,5
1993,MPPP,MAHENDRAGANJ,Mahendraganj,SOUTH WEST GARO HILLS,LOKHINDOR HAJONG,2932,1
1993,INC,BAGHMARA,Baghmara,SOUTH GARO HILLS,LOTSING SANGMA,6386,1
1993,HPU,KHARKUTTA,Kharkutta,EAST GARO HILLS,LUDERBURG CH. MOMIN,2969,2
1993,CPI,PHULBARI,Phulbari,WEST GARO HILLS,LUTFOR PRODHANI,161,7
1993,HPU,RONGRENGGIRI,N/A,"WILLIAMNAGAR, DC",MAHAMSING M. SANGMA,2417,4
1993,INC,LABAN,N/A,"SHILLONG, DC",MANAS DAS GUPTA,1232,3
1993,IND,PHULBARI,Phulbari,WEST GARO HILLS,MANIRUL ISLAM SARKAR,4175,1
1993,BJP,JAIAW,N/A,"SHILLONG, DC",MARTAMLIN PYRBOT,2510,2
1993,PDIC,DIENGLIENG,N/A,"SHILLONG, DC",MARTLE N. MUKHIM,7508,1
1993,INC,CHOKPOT,Chokpot,Baghmara,MASONSING SANGMA,4582,1
1993,INC,JAIAW,N/A,"SHILLONG, DC",MAYA RANI KYNDIAH,2032,3
1993,INC,MAWTHENGKUT,Mawshynrut,"NONGSTOIN, DC",MAYSALIN WAR,6645,2
1993,HPU,SALMANPARA,Salmanpara,SOUTH WEST GARO HILLS,MECKENSON MARAK,2816,3
1993,INC,DIENGLIENG,N/A,"SHILLONG, DC",MEDISTER WARBAH,5751,2
1993,IND,JIRANG,Jirang,RI BHOI,MEDLITON NONGRUM,553,4
1993,INC,MAWSYNRAM,Mawsynram,EAST KHASI HILLS,MESTONNATH KHARCHANDY,4331,1
1993,INC,RONGRAM,N/A,"TURA, DC",METHRONA MARAK,3017,1
1993,HPU,JIRANG,Jirang,RI BHOI,MICHAEL GIRI DKHAR,3769,2
1993,IND,LAITUMKHRAH,N/A,"SHILLONG, DC",MICHAEL S. KHARSHIING,23,7
1993,JD(B),MAWHATI,Mawhati,RI BHOI,MICHAEL S. KHARSHIING,143,5
1993,HPU,RALIANG,Raliang,WEST JAINTIA HILLS,MIHSALAN SUCHIANG,10160,1
1993,HPU,TURA,South-Tura,"TURA, DC",MILTON SANGMA,2460,4
1993,MPPP,RAJABALA,Rajabala,WEST GARO HILLS,MIRIAM SHIRA,1394,4
1993,BJP,NARTIANG,Nartiang,WEST JAINTIA HILLS,MOINA SINGH PHYLLUT,1118,4
1993,HPU,AMPATIGIRI,Ampati,"AMPATIGIRI,  SDO(C )",MONENDRO AGITOK,3726,2
1993,MPPP,TIKRIKILLA,Tikrikilla,"TURA, DC",MONINDRO RABHA,4661,1
1993,MPPP,DALU,Dalu,WEST GARO HILLS,MOUNBATTEN K. SANGMA,1119,3
1993,IND,AMPATIGIRI,Ampati,"AMPATIGIRI,  SDO(C )",MUKUL SANGMA,4015,1
1993,IND,SALMANPARA,Salmanpara,SOUTH WEST GARO HILLS,NIMARSON MOMIN,4474,2
1993,IND,NONGSPUNG,N/A,"SHILLONG, DC",NIT SHABONG,810,4
1993,APHLC(A),DALU,Dalu,WEST GARO HILLS,NITYA NARAYAN SIMCHANG,2624,2
1993,HPU,RESUBELPARA,Resubelpara,NORTH GARO HILLS,NOBLUNE G. MOMIN,4013,2
1993,INC,DADENGGIRI,Dadenggre,"TURA, DC",NORWIN B SANGMA,4354,2
1993,APHLC(A),RYMBAI,N/A,"KHLIEHRIAT, SDO(C )",OBIL KYNDAIT,7218,2
1993,IND,WAR JAINTIA,N/A,"JOWAI, DC",OHIWOT KHONGLAH,53,4
1993,APHLC(A),KHERAPARA,N/A,"TURA, DC",OLIVER MOMIN,1805,3
1993,HPU,SUTNGA SHANGPUNG,Sutnga-Saipung,"KHLIEHRIAT, SDO(C )",OLIVERNEAT SHYRMANG,7059,1
1993,IND,LABAN,N/A,"SHILLONG, DC",OMARKA LYNGDOH,254,6
1993,IND,KHARKUTTA,Kharkutta,EAST GARO HILLS,OMILLO K SANGMA,2306,4
1993,INC,SUTNGA SHANGPUNG,Sutnga-Saipung,"KHLIEHRIAT, SDO(C )",ONWARD LEYSWEL NONGTDU,5990,2
1993,PDM,MYLLIEM,Mylliem,EAST KHASI HILLS,ORIS LYNGDOH,3754,2
1993,IND,MAHENDRAGANJ,Mahendraganj,SOUTH WEST GARO HILLS,P. HOMENDRA SINGH MARAK,2409,3
1993,IND,MAWPREM,N/A,"SHILLONG, DC",P. K. SHARMA,16,9
1993,IND,LABAN,N/A,"SHILLONG, DC",P. KR. DEB,74,7
1993,APHLC(A),MAWLAI,Mawlai,EAST KHASI HILLS,PROCESS T. SAWKMIE,3746,3
1993,HPU,PHULBARI,Phulbari,WEST GARO HILLS,PARIMAL RABHA,2595,4
1993,IND,RONGRAM,N/A,"TURA, DC",PETERLAWFORD MARAK,207,6
1993,IND,MAWTHENGKUT,Mawshynrut,"NONGSTOIN, DC",PHENSIL RONGRIN,27,6
1993,JP,MAIRANG,Mairang,WEST KHASI HILLS,PHORES MAIRANG,236,4
1993,INC,RYMBAI,N/A,"KHLIEHRIAT, SDO(C )",PHRANG RYMBAI,2643,3
1993,HPU,TIKRIKILLA,Tikrikilla,"TURA, DC",PILLARSON G. MOMIN,4495,2
1993,INC,RONGJENG,Rongjeng,EAST GARO HILLS,PLEANDER G. MOMIN,3502,2
1993,HPU,RONGCHUGIRI,N/A,"TURA, DC",PROBASH SANGMA,358,3
1993,INC,LANGRIN,Ranikor,"MAWKYRWAT, SDO(C )",PROBIN K. RASWAI,8362,1
1993,IND,RONGRENGGIRI,N/A,"WILLIAMNAGAR, DC",PROJEND D. SANGMA,4151,1
1993,INC,SOHRYNGKHAM,Mawryngkneng,"SHILLONG, DC",PROTASIUS PYNGROPE,2090,3
1993,APHLC(A),MYLLIEM,Mylliem,EAST KHASI HILLS,PYNSHAI MANIK SYIEM,8063,1
1993,IND,PYNTHORUMKHRAH,Pynthorumkhrah,EAST KHASI HILLS,R. JESPRITER SHULLAI,20,8
1993,APHLC(A),JIRANG,Jirang,RI BHOI,R. W. KHARMAWPHLANG,105,7
1993,INC,SOHIONG,Sohiong,EAST KHASI HILLS,RAIN AUGUSTINE LYNGDOH,6780,2
1993,IND,NONGKREM,Nongkrem,EAST KHASI HILLS,RANA KHARKONGOR,457,6
1993,INC,MAWHATI,Mawhati,RI BHOI,RANGKYNSAI MAKDOH,4775,2
1993,IND,LAITUMKHRAH,N/A,"SHILLONG, DC",RAYMOND RANEE,226,5
1993,IND,SOHRYNGKHAM,Mawryngkneng,"SHILLONG, DC",REGINALD SUSNGI,430,6
1993,APHLC(A),SOHRA,Sohra,EAST KHASI HILLS,REMINGTON MARBANIANG,239,5
1993,IND,WAR JAINTIA,N/A,"JOWAI, DC",RIANG TARIANG,4863,3
1993,HPU,JOWAI,Jowai,WEST JAINTIA HILLS,RIANGMON PASSAH,4180,3
1993,HPU,NONGKREM,Nongkrem,EAST KHASI HILLS,ROBERT KHARSHIING,4685,2
1993,APHLC(A),SONGSAK,Songsak,EAST GARO HILLS,ROCKFELLER MOMIN,2713,2
1993,HPU,RONGRAM,N/A,"TURA, DC",ROHIDAS MARAK,1982,4
1993,JP,JIRANG,Jirang,RI BHOI,ROLISTER CLIVE MAWNAI,42,8
1993,HPU,DADENGGIRI,Dadenggre,"TURA, DC",RONALD MOMIN,3158,3
1993,HPU,MAWKHAR,N/A,"SHILLONG, DC",ROSHAN WARJRI,3406,1
1993,IND,KHERAPARA,N/A,"TURA, DC",ROSTER M. SANGMA,631,7
1993,IND,NONGSHKEN,N/A,"SHILLONG, DC",ROSTONATH KHONGTYNGKUT,28,6
1993,INC,MAWKYRWAT,Mawkyrwat,SOUTH WEST KHASI HILLS,ROWELL LYNGDOH,4993,1
1993,IND,SOHRYNGKHAM,Mawryngkneng,"SHILLONG, DC",ROY ROJES WARLARPIH,307,7
1993,INC,NONGKREM,Nongkrem,EAST KHASI HILLS,ROYSTARWEL LYNGDOH,722,5
1993,INC,JOWAI,Jowai,WEST JAINTIA HILLS,ROYTRE CHRISTOPHER LALOO,7572,1
1993,PDIC,SHELLA,Shella,EAST KHASI HILLS,S. G. LYNGDOH,1601,3
1993,HSPDP,NONGSPUNG,N/A,"SHILLONG, DC",S. LONIAK MARBANIANG,5706,1
1993,APHLC(A),MALKI NONGTHYMMAI,N/A,"SHILLONG, DC",S. MONTEN KHARKONGOR,1319,4
1993,HPU,SOHRA,Sohra,EAST KHASI HILLS,S. PHAINDROJEN SWER,3459,2
1993,HPU,MAWHATI,Mawhati,RI BHOI,S. R. MOKSHA,5013,1
1993,BJP,UMROI,Umroi,RI BHOI,S. SHADAP,146,6
1993,IND,NONGSHKEN,N/A,"SHILLONG, DC",S. TIPSNGI LASO,469,3
1993,INC,RESUBELPARA,Resubelpara,NORTH GARO HILLS,SALSENG C. MARAK,7538,1
1993,BJP,MENDIPATHAR,Mendipathar,NORTH GARO HILLS,SAMAR SINGH RAVA,797,3
1993,JD(B),PHULBARI,Phulbari,WEST GARO HILLS,SAMSUL HUDA,587,6
1993,PDIC,SOHRYNGKHAM,Mawryngkneng,"SHILLONG, DC",SANBOR SWELL LYNGDOH,4967,1
1993,APHLC(A),RANGSAKONA,Rangsakona,WEST GARO HILLS,SANFORD MARAK,1263,4
1993,IND,RYMBAI,N/A,"KHLIEHRIAT, SDO(C )",SAWANG LAMURONG,351,5
1993,IND,RAJABALA,Rajabala,WEST GARO HILLS,SAYEEDULLAH NONGRUM,6225,1
1993,IND,NARTIANG,Nartiang,WEST JAINTIA HILLS,SDANG ROI TOI,150,5
1993,IND,DALAMGIRI,N/A,"TURA, DC",SEMFORD B. SANGMA,3666,2
1993,HPU,BAGHMARA,Baghmara,SOUTH GARO HILLS,SENGRAN M. SANGMA,5692,2
1993,JD(B),WAR JAINTIA,N/A,"JOWAI, DC",SEVENSON DHAR,16,5
1993,JP,MAWHATI,Mawhati,RI BHOI,SHANBOK M. KHYMDEIT,541,4
1993,INC,RONGCHUGIRI,N/A,"TURA, DC",SHERJEE M. SANGMA,3029,2
1993,MPPP,AMPATIGIRI,Ampati,"AMPATIGIRI,  SDO(C )",SIBENDRA NARAYAN KOCH,133,8
1993,HPU,RYMBAI,N/A,"KHLIEHRIAT, SDO(C )",SIMON SIANGSHAI,12814,1
1993,IND,RONGRAM,N/A,"TURA, DC",SIMRENG MOMIN,147,7
1993,IND,JOWAI,Jowai,WEST JAINTIA HILLS,SINGH MULIEH,5692,2
1993,HPU,RAJABALA,Rajabala,WEST GARO HILLS,SISIR MARAK,310,5
1993,IND,PHULBARI,Phulbari,WEST GARO HILLS,SOFIAR RAHMAN HAZARIKA,2139,5
1993,IND,MAWTHENGKUT,Mawshynrut,"NONGSTOIN, DC",STALIN STEPHAN RAJEE,411,4
1993,HPU,MAWLAI,Mawlai,EAST KHASI HILLS,STALINGTON D. KHONGWIR,6291,1
1993,APHLC(A),LAITUMKHRAH,N/A,"SHILLONG, DC",STEPHEN MOMIN,1834,3
1993,BJP,NONGKREM,Nongkrem,EAST KHASI HILLS,SUBA SINGH SYIEM,147,7
1993,INC,RAJABALA,Rajabala,WEST GARO HILLS,SUBENDRA MARAK,3373,3
1993,IND,RONGJENG,Rongjeng,EAST GARO HILLS,SUJIT SANGMA,5006,1
1993,IND,AMPATIGIRI,Ampati,"AMPATIGIRI,  SDO(C )",SURESH MREE,1367,5
1993,IND,RONGRENGGIRI,N/A,"WILLIAMNAGAR, DC",SWAPAN K. SANGMA,1693,5
